Entity,Types,Source
"A vaccine is a biological preparation that provides active acquired immunity to a particular disease. A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins.",Description,GPT-3
The vagal-adrenal reflex is a reflex that is mediated by the vagus nerve and results in the release of adrenal hormones. This reflex is important in the regulation of the body's stress response.,Description,GPT-3
Vaginal atrophy is a medical condition that can occur when the tissues of the vagina become thin and dry. This can happen when the levels of the hormone estrogen decrease. Estrogen is important for keeping the vaginal tissues healthy.,Description,GPT-3
The delivery of a baby through the birth canal.,Description,GPT-3
"Vaginal dryness is a condition in which the tissues of the vagina are not well lubricated. This can cause discomfort, pain, and itching.",Description,GPT-3
"Vaginal infections are infections of the vagina that can be caused by various bacteria, fungi, or parasites.",Description,GPT-3
"Vaginal inflammation is a condition in which the tissues of the vagina become swollen and irritated. The most common symptoms of vaginal inflammation include itching, burning, and pain.",Description,GPT-3
"A vaginal yeast infection is a fungal infection that causes irritation, discharge and intense itchiness of the vagina and the vulva — the tissues at the vaginal opening.",Description,GPT-3
"The vagus nerve is a long cranial nerve that extends from the brainstem to the abdomen. It is responsible for many functions including heart rate, digestion, and respiration.",Description,GPT-3
"This Valerian plant has large, deeply lobed leaves and tall, spiky flowers. The flowers are white or pale pink and have a strong, sweet fragrance. The plant grows to a height of 2-3 feet and blooms from late spring to early summer.",Description,GPT-3
"Valproate is a medication that is used to treat seizures, bipolar disorder, and migraines. It is also used as an anticonvulsant.",Description,GPT-3
Valproic acid is a medication used to treat seizures. It is also used to treat bipolar disorder and to prevent migraines.,Description,GPT-3
The definition of vaping is the act of inhaling and exhaling the vapor produced by an electronic cigarette or similar device.,Description,GPT-3
A variant is a gene that has two or more forms.,Description,GPT-3
"A vegan is someone who does not eat any animal products, including meat, eggs, dairy, and honey.",Description,GPT-3
A vegetable is a plant or part of a plant that is eaten as food.,Description,GPT-3
"A vegetable juice cocktail is a drink made from a combination of vegetable juices, typically including carrot juice, celery juice, and tomato juice.",Description,GPT-3
"A vegetarian is a person who does not eat meat, poultry, fish, or seafood.",Description,GPT-3
"Some people may define vegetarian athletes as those who do not eat any meat or fish, while others may include those who eat eggs and dairy products in their definition.",Description,GPT-3
Vegetarian baked beans are a type of baked bean that does not contain any meat or meat products.,Description,GPT-3
VePesid is a brand name for the chemotherapy drug etoposide.,Description,GPT-3
Verapamil is a calcium channel blocker that is used to treat high blood pressure and angina.,Description,GPT-3
"Versed is a trade name for the medication midazolam, a short-acting benzodiazepine. Midazolam is used for preoperative sedation, procedural sedation, and induction of anesthesia.",Description,GPT-3
"Vertigo is a health condition that is characterized by a feeling of dizziness and spinning. This feeling can be caused by a variety of things, including inner ear problems, head injuries, and certain medications.",Description,GPT-3
"The vestibular system is a network of organs in the inner ear that helps the body maintain balance and equilibrium. The vestibular system is made up of the vestibule, the semicircular canals, and the otolith organs. These organs work together to detect changes in the head's position and movement.",Description,GPT-3
"Viagra is a medication used to treat erectile dysfunction and pulmonary arterial hypertension. Its active ingredient is sildenafil, which is a PDE5 inhibitor. Viagra was originally developed by Pfizer as a treatment for angina, but it was found to be more effective at treating erectile dysfunction.",Description,GPT-3
"A vine is a plant that grows on a trellis, fence, or other support by means of its own weight and the clasping of its stems and leaves.",Description,GPT-3
A viral disease is a type of infection that is caused by a virus.,Description,GPT-3
A viral infection is a contagious infection that is caused by a virus.,Description,GPT-3
